"","year","Infant mortality rate","Neonatal mortality rate","Under 5 mortality rate","Maternal Mortality rate","ISO"
"541",2000,8.7,6.9,9.9,17,"BIH"
"542",2001,8.4,6.5,9.6,16,"BIH"
"543",2002,8.2,6.2,9.3,14,"BIH"
"544",2003,8.1,5.9,9.2,14,"BIH"
"545",2004,7.9,5.7,9.1,14,"BIH"
"546",2005,7.8,5.5,8.9,13,"BIH"
"547",2006,7.5,5.4,8.6,13,"BIH"
"548",2007,7.2,5.3,8.3,13,"BIH"
"549",2008,6.9,5.3,7.9,11,"BIH"
"550",2009,6.6,5.2,7.5,11,"BIH"
"551",2010,6.3,5.1,7.2,11,"BIH"
"552",2011,6,5,6.9,10,"BIH"
"553",2012,5.8,4.9,6.7,10,"BIH"
"554",2013,5.6,4.8,6.5,10,"BIH"
"555",2014,5.5,4.7,6.4,10,"BIH"
"556",2015,5.4,4.6,6.3,10,"BIH"
"557",2016,5.3,4.5,6.2,10,"BIH"
"558",2017,5.3,4.4,6.1,10,"BIH"
"559",2018,5.2,4.3,6,NA,"BIH"
"560",2019,5.1,4.2,5.9,NA,"BIH"
"561",2000,45.2,16.6,80.5,262,"BWA"
"562",2001,44.6,17,80,271,"BWA"
"563",2002,43.9,17.8,78.3,278,"BWA"
"564",2003,43.1,18.7,76.1,278,"BWA"
"565",2004,42.1,19.6,72.7,264,"BWA"
"566",2005,38.9,20.4,67,239,"BWA"
"567",2006,38.1,21,61.5,221,"BWA"
"568",2007,39.5,21.6,58.6,209,"BWA"
"569",2008,40.3,22,57.6,203,"BWA"
"570",2009,40.1,22.4,55.3,189,"BWA"
"571",2010,39.5,22.7,51.4,179,"BWA"
"572",2011,41.1,22.9,51.9,176,"BWA"
"573",2012,40.2,23.1,50.8,170,"BWA"
"574",2013,39.4,23.2,49.6,164,"BWA"
"575",2014,40.1,23.3,50.2,160,"BWA"
"576",2015,39.6,23.3,49.7,156,"BWA"
"577",2016,39.3,23.2,49.2,151,"BWA"
"578",2017,38.2,23,47.8,144,"BWA"
"579",2018,37.6,22.7,47,NA,"BWA"
"580",2019,36.9,22.3,45.9,NA,"BWA"
"581",2000,30.4,18.5,34.7,69,"BRA"
"582",2001,28.5,17.6,32.5,68,"BRA"
"583",2002,26.8,16.7,30.4,69,"BRA"
"584",2003,25.1,15.8,28.4,70,"BRA"
"585",2004,23.5,15,26.5,71,"BRA"
"586",2005,22,14.2,24.8,71,"BRA"
"587",2006,20.7,13.5,23.2,72,"BRA"
"588",2007,19.5,12.8,21.8,71,"BRA"
"589",2008,18.4,12.2,20.6,70,"BRA"
"590",2009,17.5,11.6,19.5,69,"BRA"
"591",2010,16.7,11.1,18.6,65,"BRA"
"592",2011,16,10.7,17.9,61,"BRA"
"593",2012,15.4,10.3,17.2,60,"BRA"
"594",2013,14.9,10,16.7,61,"BRA"
"595",2014,14.6,9.7,16.3,62,"BRA"
"596",2015,14.2,9.5,15.9,63,"BRA"
"597",2016,15,10,16.7,62,"BRA"
"598",2017,13.8,9.3,15.4,60,"BRA"
"599",2018,13.6,9.2,15.2,NA,"BRA"
"600",2019,13.3,8.9,14.9,NA,"BRA"
"601",2000,NA,NA,NA,NA,"VGB"
"602",2001,NA,NA,NA,NA,"VGB"
"603",2002,NA,NA,NA,NA,"VGB"
"604",2003,NA,NA,NA,NA,"VGB"
"605",2004,NA,NA,NA,NA,"VGB"
"606",2005,NA,NA,NA,NA,"VGB"
"607",2006,NA,NA,NA,NA,"VGB"
"608",2007,NA,NA,NA,NA,"VGB"
"609",2008,NA,NA,NA,NA,"VGB"
"610",2009,NA,NA,NA,NA,"VGB"
"611",2010,NA,NA,NA,NA,"VGB"
"612",2011,NA,NA,NA,NA,"VGB"
"613",2012,NA,NA,NA,NA,"VGB"
"614",2013,NA,NA,NA,NA,"VGB"
"615",2014,NA,NA,NA,NA,"VGB"
"616",2015,NA,NA,NA,NA,"VGB"
"617",2016,NA,NA,NA,NA,"VGB"
"618",2017,NA,NA,NA,NA,"VGB"
"619",2018,NA,NA,NA,NA,"VGB"
"620",2019,NA,NA,NA,NA,"VGB"
"621",2000,8.2,5,10.3,28,"BRN"
"622",2001,8,5,10.1,28,"BRN"
"623",2002,7.9,5,9.8,29,"BRN"
"624",2003,7.8,5,9.7,30,"BRN"
"625",2004,7.7,5,9.6,30,"BRN"
"626",2005,7.7,5,9.5,29,"BRN"
"627",2006,7.7,4.9,9.5,28,"BRN"
"628",2007,7.7,4.9,9.5,27,"BRN"
"629",2008,7.7,4.8,9.5,27,"BRN"
"630",2009,7.8,4.8,9.6,27,"BRN"
"631",2010,7.9,4.8,9.7,28,"BRN"
"632",2011,8.1,4.8,9.8,28,"BRN"
"633",2012,8.2,4.8,10,29,"BRN"
"634",2013,8.4,4.9,10.2,28,"BRN"
"635",2014,8.6,5,10.4,29,"BRN"
"636",2015,8.8,5.2,10.6,30,"BRN"
"637",2016,9,5.4,10.8,31,"BRN"
"638",2017,9.2,5.6,11,31,"BRN"
"639",2018,9.4,5.8,11.2,NA,"BRN"
"640",2019,9.6,6,11.4,NA,"BRN"
"641",2000,14.4,7.9,17.5,19,"BGR"
"642",2001,13.8,7.6,16.7,18,"BGR"
"643",2002,13.2,7.3,15.9,17,"BGR"
"644",2003,12.5,6.9,15.1,16,"BGR"
"645",2004,11.8,6.4,14.2,16,"BGR"
"646",2005,11,6,13.3,15,"BGR"
"647",2006,10.3,5.6,12.4,14,"BGR"
"648",2007,9.9,5.3,11.8,13,"BGR"
"649",2008,9.5,5.2,11.4,13,"BGR"
"650",2009,9.3,5.2,11.1,12,"BGR"
"651",2010,9,5.1,10.8,12,"BGR"
"652",2011,8.7,5,10.4,12,"BGR"
"653",2012,8.2,4.8,9.8,11,"BGR"
"654",2013,7.8,4.5,9.3,10,"BGR"
"655",2014,7.3,4.3,8.7,11,"BGR"
"656",2015,6.9,4.1,8.2,10,"BGR"
"657",2016,6.5,3.9,7.7,10,"BGR"
"658",2017,6.1,3.7,7.3,10,"BGR"
"659",2018,5.8,3.4,7,NA,"BGR"
"660",2019,5.5,3.2,6.6,NA,"BGR"
"661",2000,90.9,40.7,178.9,516,"BFA"
"662",2001,89.3,39.9,174.9,501,"BFA"
"663",2002,87.6,39.2,170.4,486,"BFA"
"664",2003,85.5,38.3,165.3,471,"BFA"
"665",2004,83.3,37.2,159.5,454,"BFA"
"666",2005,80.8,36,153.1,437,"BFA"
"667",2006,78.1,34.8,146.3,422,"BFA"
"668",2007,75.4,33.7,139.5,410,"BFA"
"669",2008,72.7,32.7,132.9,401,"BFA"
"670",2009,70.3,31.9,126.9,393,"BFA"
"671",2010,68.1,31.2,121.5,385,"BFA"
"672",2011,66.3,30.5,116.9,377,"BFA"
"673",2012,64.4,29.9,112.5,369,"BFA"
"674",2013,62.7,29.3,108.3,362,"BFA"
"675",2014,61.2,28.8,104.5,353,"BFA"
"676",2015,59.6,28.2,100.9,343,"BFA"
"677",2016,58.2,27.7,97.5,331,"BFA"
"678",2017,56.7,27.3,94.1,320,"BFA"
"679",2018,55.4,26.7,90.8,NA,"BFA"
"680",2019,54.1,26.2,87.8,NA,"BFA"
"681",2000,94.7,36.6,154.5,1010,"BDI"
"682",2001,91.9,36,149.4,956,"BDI"
"683",2002,88.9,35.4,143.8,925,"BDI"
"684",2003,85.7,34.8,138.1,890,"BDI"
"685",2004,82.3,34.1,131.9,844,"BDI"
"686",2005,78.4,33.2,124.9,814,"BDI"
"687",2006,74.4,32.3,117.6,785,"BDI"
"688",2007,70.4,31.3,110.5,756,"BDI"
"689",2008,66.5,30.2,103.6,733,"BDI"
"690",2009,62.9,29.2,97.1,698,"BDI"
"691",2010,59.4,28.2,91,665,"BDI"
"692",2011,56.3,27.1,85.5,635,"BDI"
"693",2012,53.4,26.1,80.3,608,"BDI"
"694",2013,50.7,25.2,75.5,591,"BDI"
"695",2014,48.2,24.4,71.3,576,"BDI"
"696",2015,46.2,23.6,67.6,568,"BDI"
"697",2016,44.4,23,64.4,558,"BDI"
"698",2017,42.7,22.4,61.5,548,"BDI"
"699",2018,41.3,21.8,59,NA,"BDI"
"700",2019,39.9,21.3,56.6,NA,"BDI"
"701",2000,31.1,18.1,38.1,118,"CPV"
"702",2001,28.4,17,34.4,109,"CPV"
"703",2002,26.3,16,31.6,101,"CPV"
"704",2003,24.8,15.4,29.8,96,"CPV"
"705",2004,24,15.1,28.6,91,"CPV"
"706",2005,23.5,15.1,28.1,86,"CPV"
"707",2006,23.4,15.3,27.9,82,"CPV"
"708",2007,23.3,15.4,27.8,78,"CPV"
"709",2008,23.1,15.6,27.5,75,"CPV"
"710",2009,22.7,15.5,27,72,"CPV"
"711",2010,22.1,15.3,26.3,70,"CPV"
"712",2011,21.3,14.9,25.2,67,"CPV"
"713",2012,20.3,14.3,24,65,"CPV"
"714",2013,19.2,13.5,22.5,63,"CPV"
"715",2014,17.9,12.6,21,62,"CPV"
"716",2015,16.7,11.8,19.5,61,"CPV"
"717",2016,15.5,10.9,18.1,59,"CPV"
"718",2017,14.5,10.2,16.8,58,"CPV"
"719",2018,13.6,9.6,15.8,NA,"CPV"
"720",2019,12.8,9,14.9,NA,"CPV"
"721",2000,79.2,35.2,106.3,488,"KHM"
"722",2001,73.4,33.4,96.6,456,"KHM"
"723",2002,67.3,31.5,86.7,430,"KHM"
"724",2003,61.8,29.7,78,404,"KHM"
"725",2004,56.9,28.2,70.7,378,"KHM"
"726",2005,52.8,26.8,64.7,351,"KHM"
"727",2006,49.3,25.6,59.7,326,"KHM"
"728",2007,46.2,24.5,55.4,303,"KHM"
"729",2008,43.2,23.5,51.3,284,"KHM"
"730",2009,40.2,22.4,47.5,265,"KHM"
"731",2010,37.3,21.3,43.8,248,"KHM"
"732",2011,34.6,20.3,40.5,232,"KHM"
"733",2012,32.3,19.3,37.7,215,"KHM"
"734",2013,30.3,18.3,35.3,202,"KHM"
"735",2014,28.7,17.2,33.4,189,"KHM"
"736",2015,27.3,16.4,31.8,178,"KHM"
"737",2016,26,15.6,30.3,168,"KHM"
"738",2017,24.9,14.9,29,160,"KHM"
"739",2018,23.8,14.3,27.7,NA,"KHM"
"740",2019,22.9,13.8,26.6,NA,"KHM"
"741",2000,87.6,35.6,143.9,886,"CMR"
"742",2001,85.8,34.8,140.9,844,"CMR"
"743",2002,83.7,34.1,137.5,803,"CMR"
"744",2003,81.7,33.7,134,771,"CMR"
"745",2004,79.7,33.5,130.6,732,"CMR"
"746",2005,78.1,33.2,127.5,692,"CMR"
"747",2006,76.2,33,124.2,658,"CMR"
"748",2007,74.6,32.7,121,635,"CMR"
"749",2008,72.7,32.4,117.6,618,"CMR"
"750",2009,71.1,32,114.3,606,"CMR"
"751",2010,68.6,31.7,110.1,597,"CMR"
"752",2011,66.6,31.3,105.8,589,"CMR"
"753",2012,64.2,30.9,101.3,580,"CMR"
"754",2013,61.6,30.4,96.7,567,"CMR"
"755",2014,59.5,29.9,92.4,564,"CMR"
"756",2015,57,29.3,88,554,"CMR"
"757",2016,55.2,28.7,84.2,538,"CMR"
"758",2017,53.2,28,80.6,529,"CMR"
"759",2018,51.3,27.4,77.3,NA,"CMR"
"760",2019,49.9,26.8,74.7,NA,"CMR"
"761",2000,5.3,3.8,6.2,9,"CAN"
"762",2001,5.3,3.8,6.2,10,"CAN"
"763",2002,5.3,3.9,6.2,10,"CAN"
"764",2003,5.3,3.9,6.2,10,"CAN"
"765",2004,5.3,3.9,6.1,10,"CAN"
"766",2005,5.2,3.9,6.1,11,"CAN"
"767",2006,5.2,3.9,6,11,"CAN"
"768",2007,5.1,3.8,6,11,"CAN"
"769",2008,5.1,3.8,5.9,12,"CAN"
"770",2009,5,3.8,5.8,12,"CAN"
"771",2010,5,3.8,5.7,11,"CAN"
"772",2011,4.9,3.7,5.7,11,"CAN"
"773",2012,4.9,3.7,5.6,11,"CAN"
"774",2013,4.8,3.6,5.5,11,"CAN"
"775",2014,4.7,3.6,5.4,11,"CAN"
"776",2015,4.7,3.6,5.4,11,"CAN"
"777",2016,4.6,3.5,5.3,10,"CAN"
"778",2017,4.6,3.4,5.2,10,"CAN"
"779",2018,4.5,3.3,5.1,NA,"CAN"
"780",2019,4.4,3.3,5.1,NA,"CAN"
"781",2000,22.62139511,17.35753812,26.73662748,112,NA
"782",2001,22.15000737,16.99008479,26.11444075,109,NA
"783",2002,21.71879025,16.6959683,25.56557463,109,NA
"784",2003,21.28469718,16.34072174,25.05997395,107,NA
"785",2004,20.90205557,15.97434942,24.51592188,105,NA
"786",2005,20.50995128,15.61272513,24.02247602,103,NA
"787",2006,20.10601443,15.1775752,23.53200592,101,NA
"788",2007,19.72218506,14.84431616,23.00651381,98,NA
"789",2008,19.36737517,14.55964082,22.58010767,97,NA
"790",2009,18.93985131,14.22916526,22.09326835,96,NA
"791",2010,18.52872136,13.95877615,21.56475423,93,NA
"792",2011,18.14184207,13.6620871,21.03935755,93,NA
"793",2012,17.67429911,13.38751153,20.535088,93,NA
"794",2013,17.25074584,13.03987739,19.99512526,91,NA
"795",2014,16.7864046,12.67629431,19.43667885,89,NA
"796",2015,16.34724219,12.28799079,18.86726862,89,NA
"797",2016,15.87550598,11.94072326,18.36123547,89,NA
"798",2017,15.41861902,11.57052558,17.82269908,88,NA
"799",2018,14.96289049,11.19083447,17.28568245,NA,NA
"800",2019,14.7001176,10.82194469,17.20832624,NA,NA
"801",2000,NA,NA,NA,NA,"CYM"
"802",2001,NA,NA,NA,NA,"CYM"
"803",2002,NA,NA,NA,NA,"CYM"
"804",2003,NA,NA,NA,NA,"CYM"
"805",2004,NA,NA,NA,NA,"CYM"
"806",2005,NA,NA,NA,NA,"CYM"
"807",2006,NA,NA,NA,NA,"CYM"
"808",2007,NA,NA,NA,NA,"CYM"
"809",2008,NA,NA,NA,NA,"CYM"
"810",2009,NA,NA,NA,NA,"CYM"
"811",2010,NA,NA,NA,NA,"CYM"
"812",2011,NA,NA,NA,NA,"CYM"
"813",2012,NA,NA,NA,NA,"CYM"
"814",2013,NA,NA,NA,NA,"CYM"
"815",2014,NA,NA,NA,NA,"CYM"
"816",2015,NA,NA,NA,NA,"CYM"
"817",2016,NA,NA,NA,NA,"CYM"
"818",2017,NA,NA,NA,NA,"CYM"
"819",2018,NA,NA,NA,NA,"CYM"
"820",2019,NA,NA,NA,NA,"CYM"
"821",2000,109.9,49,168.9,1280,"CAF"
"822",2001,109.2,48.9,167.4,1290,"CAF"
"823",2002,108.5,48.7,165.8,1280,"CAF"
"824",2003,107.7,48.6,164.2,1250,"CAF"
"825",2004,106.9,48.4,162.5,1230,"CAF"
"826",2005,106.1,48.2,160.8,1200,"CAF"
"827",2006,104.8,48,158.3,1170,"CAF"
"828",2007,103.7,47.7,155.6,1130,"CAF"
"829",2008,102.5,47.2,152.8,1090,"CAF"
"830",2009,100.6,46.7,148.9,1050,"CAF"
"831",2010,99,46.1,145,1000,"CAF"
"832",2011,96.7,45.5,140.5,981,"CAF"
"833",2012,94.5,44.7,136.2,963,"CAF"
"834",2013,93,43.9,132.5,1030,"CAF"
"835",2014,90.5,43.2,128.2,961,"CAF"
"836",2015,87.9,42.5,123.3,912,"CAF"
"837",2016,85.6,41.7,118.2,890,"CAF"
"838",2017,83.8,41,114.5,829,"CAF"
"839",2018,81.6,40.2,111.1,NA,"CAF"
"840",2019,79.1,39.6,106.6,NA,"CAF"
"841",2000,10.35377888,6.5367705,12.24332141,20,NA
"842",2001,9.838498124,6.159182949,11.63624485,19,NA
"843",2002,9.49103012,5.913486291,11.21167819,17,NA
"844",2003,9.207105119,5.700287615,10.87698607,16,NA
"845",2004,8.870824183,5.435772639,10.44209821,15,NA
"846",2005,8.393090011,5.131779458,9.900442762,14,NA
"847",2006,7.882774817,4.791341327,9.275349705,13,NA
"848",2007,7.420926297,4.475008733,8.701068805,12,NA
"849",2008,6.935704017,4.205195188,8.182059286,12,NA
"850",2009,6.548900595,3.982703612,7.708581783,11,NA
"851",2010,6.169101866,3.766453015,7.33099819,11,NA
"852",2011,5.886856808,3.598099714,6.982820506,10,NA
"853",2012,5.622893974,3.452906712,6.624633319,9,NA
"854",2013,5.340968848,3.331111399,6.332761208,9,NA
"855",2014,5.06766987,3.189491419,6.02653522,9,NA
"856",2015,4.835833913,3.034158843,5.769004721,9,NA
"857",2016,4.604803763,2.911984848,5.463623039,9,NA
"858",2017,4.397392104,2.784185453,5.228100858,8,NA
"859",2018,4.213125998,2.712889352,5.01589049,NA,NA
"860",2019,4.052811301,2.644071244,4.851054225,NA,NA
"861",2000,99.7,44.1,184,1420,"TCD"
"862",2001,98.2,43.2,180.5,1410,"TCD"
"863",2002,96.8,42.2,177.1,1400,"TCD"
"864",2003,95.3,41.4,173.8,1370,"TCD"
"865",2004,93.9,40.6,170.4,1350,"TCD"
"866",2005,92.4,39.9,166.9,1330,"TCD"
"867",2006,90.8,39.4,163.3,1340,"TCD"
"868",2007,89.2,38.9,159.6,1300,"TCD"
"869",2008,87.5,38.6,155.7,1310,"TCD"
"870",2009,85.8,38.2,151.7,1270,"TCD"
"871",2010,84.1,37.8,147.7,1240,"TCD"
"872",2011,82.3,37.5,143.7,1210,"TCD"
"873",2012,80.6,37.1,139.8,1190,"TCD"
"874",2013,78.9,36.6,135.9,1170,"TCD"
"875",2014,77.3,36.1,132.3,1170,"TCD"
"876",2015,75.7,35.5,128.7,1160,"TCD"
"877",2016,74.1,35,124.9,1140,"TCD"
"878",2017,72.4,34.5,121.1,1140,"TCD"
"879",2018,70.7,33.8,117.3,NA,"TCD"
"880",2019,69,33.3,113.5,NA,"TCD"
"881",2000,NA,NA,NA,NA,NA
"882",2001,NA,NA,NA,NA,NA
"883",2002,NA,NA,NA,NA,NA
"884",2003,NA,NA,NA,NA,NA
"885",2004,NA,NA,NA,NA,NA
"886",2005,NA,NA,NA,NA,NA
"887",2006,NA,NA,NA,NA,NA
"888",2007,NA,NA,NA,NA,NA
"889",2008,NA,NA,NA,NA,NA
"890",2009,NA,NA,NA,NA,NA
"891",2010,NA,NA,NA,NA,NA
"892",2011,NA,NA,NA,NA,NA
"893",2012,NA,NA,NA,NA,NA
"894",2013,NA,NA,NA,NA,NA
"895",2014,NA,NA,NA,NA,NA
"896",2015,NA,NA,NA,NA,NA
"897",2016,NA,NA,NA,NA,NA
"898",2017,NA,NA,NA,NA,NA
"899",2018,NA,NA,NA,NA,NA
"900",2019,NA,NA,NA,NA,NA
"901",2000,9.2,5.7,10.9,31,"CHL"
"902",2001,8.7,5.4,10.3,32,"CHL"
"903",2002,8.3,5.3,9.8,28,"CHL"
"904",2003,8.1,5.3,9.5,27,"CHL"
"905",2004,7.9,5.4,9.3,27,"CHL"
"906",2005,7.7,5.4,9.1,25,"CHL"
"907",2006,7.6,5.5,9,25,"CHL"
"908",2007,7.6,5.4,8.9,23,"CHL"
"909",2008,7.6,5.3,8.9,21,"CHL"
"910",2009,7.5,5.3,8.8,21,"CHL"
"911",2010,7.4,5.3,8.7,20,"CHL"
"912",2011,7.3,5.3,8.5,18,"CHL"
"913",2012,7.2,5.3,8.4,17,"CHL"
"914",2013,7.1,5.3,8.3,16,"CHL"
"915",2014,6.9,5.2,8.1,15,"CHL"
"916",2015,6.7,5.1,7.9,14,"CHL"
"917",2016,6.5,5,7.7,13,"CHL"
"918",2017,6.4,4.9,7.4,13,"CHL"
"919",2018,6.2,4.7,7.2,NA,"CHL"
"920",2019,6,4.5,7,NA,"CHL"
"921",2000,29.9,21.4,36.7,59,"CHN"
"922",2001,27.8,19.9,34.1,55,"CHN"
"923",2002,25.6,18.4,31.5,51,"CHN"
"924",2003,23.4,16.9,28.8,48,"CHN"
"925",2004,21.4,15.3,26.3,46,"CHN"
"926",2005,19.4,13.9,24,44,"CHN"
"927",2006,17.7,12.5,21.9,42,"CHN"
"928",2007,16.2,11.3,20.1,40,"CHN"
"929",2008,14.8,10.2,18.5,40,"CHN"
"930",2009,13.6,9.2,17,37,"CHN"
"931",2010,12.5,8.4,15.8,36,"CHN"
"932",2011,11.5,7.6,14.6,34,"CHN"
"933",2012,10.6,7,13.5,33,"CHN"
"934",2013,9.8,6.4,12.5,32,"CHN"
"935",2014,9,5.8,11.6,31,"CHN"
"936",2015,8.3,5.3,10.7,30,"CHN"
"937",2016,7.6,4.9,9.9,29,"CHN"
"938",2017,7,4.5,9.2,29,"CHN"
"939",2018,6.4,4.1,8.5,NA,"CHN"
"940",2019,5.9,3.7,7.9,NA,"CHN"
"941",2000,21.2,13.5,25.1,94,"COL"
"942",2001,20.6,13.1,24.3,93,"COL"
"943",2002,19.9,12.7,23.5,92,"COL"
"944",2003,19.4,12.4,22.8,88,"COL"
"945",2004,18.9,12,22.1,85,"COL"
"946",2005,18.3,11.7,21.5,83,"COL"
"947",2006,17.8,11.3,20.8,82,"COL"
"948",2007,17.2,11,20.2,83,"COL"
"949",2008,16.7,10.6,19.5,84,"COL"
"950",2009,16.2,10.3,18.9,87,"COL"
"951",2010,15.7,10,18.3,85,"COL"
"952",2011,15.2,9.6,17.7,84,"COL"
"953",2012,14.7,9.3,17.1,85,"COL"
"954",2013,14.3,9,16.6,85,"COL"
"955",2014,13.8,8.7,16,85,"COL"
"956",2015,13.4,8.4,15.5,85,"COL"
"957",2016,12.9,8.2,15,84,"COL"
"958",2017,12.5,7.9,14.6,83,"COL"
"959",2018,12.1,7.7,14.1,NA,"COL"
"960",2019,11.7,7.4,13.6,NA,"COL"
"961",2000,72.4,40.8,100.6,444,"COM"
"962",2001,72.1,40.7,100.2,437,"COM"
"963",2002,72,40.5,100.1,429,"COM"
"964",2003,71.7,40.3,99.6,423,"COM"
"965",2004,71,40.1,98.5,414,"COM"
"966",2005,69.8,39.7,96.7,404,"COM"
"967",2006,68.4,39.2,94.4,393,"COM"
"968",2007,66.8,38.6,91.9,382,"COM"
"969",2008,65.3,38,89.5,370,"COM"
"970",2009,63.7,37.3,86.9,356,"COM"
"971",2010,62.2,36.6,84.6,341,"COM"
"972",2011,60.5,35.8,82,326,"COM"
"973",2012,58.9,35.1,79.4,313,"COM"
"974",2013,57.2,34.5,76.9,302,"COM"
"975",2014,55.8,33.6,74.7,293,"COM"
"976",2015,54.4,32.9,72.3,285,"COM"
"977",2016,53,32.1,70.1,279,"COM"
"978",2017,51.5,31.3,67.9,273,"COM"
"979",2018,50.1,30.5,65.7,NA,"COM"
"980",2019,48.7,29.8,63.5,NA,"COM"
"981",2000,106.5,38.4,159.3,760,"COD"
"982",2001,104.4,38,154.9,740,"COD"
"983",2002,102.2,37.6,150.4,734,"COD"
"984",2003,99.9,37.2,145.7,699,"COD"
"985",2004,97.5,36.6,140.9,661,"COD"
"986",2005,95.2,36,136.1,627,"COD"
"987",2006,92.8,35.3,131.4,598,"COD"
"988",2007,90.4,34.5,126.7,578,"COD"
"989",2008,88.1,33.8,122.3,565,"COD"
"990",2009,85.8,33,118,555,"COD"
"991",2010,83.5,32.3,113.8,542,"COD"
"992",2011,81.3,31.7,109.9,532,"COD"
"993",2012,79.1,31.1,106.1,524,"COD"
"994",2013,77,30.6,102.5,514,"COD"
"995",2014,75,30,99.2,500,"COD"
"996",2015,73,29.5,95.9,490,"COD"
"997",2016,71.1,29,92.8,481,"COD"
"998",2017,69.1,28.5,89.6,473,"COD"
"999",2018,67.3,27.9,86.6,NA,"COD"
"1000",2019,65.5,27.3,83.8,NA,"COD"
"1001",2000,72.4,30.7,114.1,739,"COG"
"1002",2001,70.7,30.2,111.1,752,"COG"
"1003",2002,68,29.5,106.2,769,"COG"
"1004",2003,64.6,28.6,100.2,757,"COG"
"1005",2004,60.7,27.5,93.3,724,"COG"
"1006",2005,56.8,26.5,86.4,677,"COG"
"1007",2006,53.1,25.4,79.8,623,"COG"
"1008",2007,49.8,24.5,74,580,"COG"
"1009",2008,46.9,23.7,69,552,"COG"
"1010",2009,44.7,23,65,526,"COG"
"1011",2010,43,22.5,62,506,"COG"
"1012",2011,41.7,22.1,59.7,488,"COG"
"1013",2012,40.7,21.8,57.9,468,"COG"
"1014",2013,39.7,21.4,56.2,449,"COG"
"1015",2014,38.7,21.1,54.4,433,"COG"
"1016",2015,37.6,20.7,52.6,416,"COG"
"1017",2016,36.6,20.2,50.8,397,"COG"
"1018",2017,35.6,19.9,49.1,378,"COG"
"1019",2018,34.7,19.4,47.6,NA,"COG"
"1020",2019,35.9,19.1,52.5,NA,"COG"
"1021",2000,11.1,7.7,13.1,40,"CRI"
"1022",2001,10.5,7.5,12.6,37,"CRI"
"1023",2002,10.1,7.3,12.1,38,"CRI"
"1024",2003,10,7.2,11.8,37,"CRI"
"1025",2004,9.9,7.1,11.5,36,"CRI"
"1026",2005,9.9,7.1,11.3,33,"CRI"
"1027",2006,9.8,7,11.2,35,"CRI"
"1028",2007,9.7,6.9,11.1,29,"CRI"
"1029",2008,9.5,6.8,10.9,29,"CRI"
"1030",2009,9.3,6.7,10.7,29,"CRI"
"1031",2010,9.2,6.6,10.5,32,"CRI"
"1032",2011,8.9,6.5,10.2,30,"CRI"
"1033",2012,8.6,6.5,9.9,29,"CRI"
"1034",2013,8.2,6.4,9.6,29,"CRI"
"1035",2014,7.9,6.3,9.3,29,"CRI"
"1036",2015,7.7,6.3,9.1,28,"CRI"
"1037",2016,7.6,6.2,8.9,28,"CRI"
"1038",2017,7.5,6.1,8.7,27,"CRI"
"1039",2018,7.4,5.9,8.4,NA,"CRI"
"1040",2019,7.2,5.8,8.2,NA,"CRI"
"1041",2000,95.6,45.8,143.3,704,"CIV"
"1042",2001,93.7,45.2,140.1,706,"CIV"
"1043",2002,91.6,44.6,136.7,713,"CIV"
"1044",2003,89.6,44,133.1,711,"CIV"
"1045",2004,87.5,43.4,129.5,709,"CIV"
"1046",2005,85.2,42.7,125.6,704,"CIV"
"1047",2006,83.4,42,122,699,"CIV"
"1048",2007,81.1,41.3,118.2,698,"CIV"
"1049",2008,78.7,40.6,114.2,694,"CIV"
"1050",2009,76.6,40,109.9,700,"CIV"
"1051",2010,74.7,39.3,106.3,701,"CIV"
"1052",2011,72.9,38.7,103.1,703,"CIV"
"1053",2012,71,38,100.1,702,"CIV"
"1054",2013,69.1,37.4,97,691,"CIV"
"1055",2014,67.3,36.8,93.6,676,"CIV"
"1056",2015,65.7,36.2,90.8,658,"CIV"
"1057",2016,64.4,35.6,88.4,636,"CIV"
"1058",2017,62.9,35,86,617,"CIV"
"1059",2018,61.3,34.5,83.2,NA,"CIV"
"1060",2019,59.4,33.9,80.3,NA,"CIV"
"1061",2000,7.2,5.5,8.3,11,"HRV"
"1062",2001,6.9,5.3,8,10,"HRV"
"1063",2002,6.6,5,7.7,10,"HRV"
"1064",2003,6.3,4.7,7.3,10,"HRV"
"1065",2004,6.1,4.4,7,10,"HRV"
"1066",2005,5.8,4.2,6.7,10,"HRV"
"1067",2006,5.5,4,6.4,9,"HRV"
"1068",2007,5.3,3.9,6.2,9,"HRV"
"1069",2008,5.1,3.8,5.9,9,"HRV"
"1070",2009,4.9,3.7,5.7,9,"HRV"
"1071",2010,4.7,3.6,5.5,9,"HRV"
"1072",2011,4.5,3.4,5.3,9,"HRV"
"1073",2012,4.4,3.3,5.2,8,"HRV"
"1074",2013,4.3,3.2,5.1,9,"HRV"
"1075",2014,4.3,3.1,5,8,"HRV"
"1076",2015,4.2,3.1,4.9,8,"HRV"
"1077",2016,4.1,3,4.8,7,"HRV"
"1078",2017,4.1,3,4.8,8,"HRV"
"1079",2018,4,3,4.7,NA,"HRV"
"1080",2019,3.9,3,4.6,NA,"HRV"
"1081",2000,7,4.3,8.8,46,"CUB"
"1082",2001,6.8,4.2,8.5,44,"CUB"
"1083",2002,6.5,4,8.2,41,"CUB"
"1084",2003,6.3,3.8,7.9,41,"CUB"
"1085",2004,6.1,3.6,7.6,40,"CUB"
